id,created_at,full_text,hour,weekday,week,month,mentions_engie,critical_tweet
"1,78E+18",2024-04-17 00:00:00+00:00,"Je viens de vérifier et... Ah bah merde alors, d'un coup je passe de 52€ à 70€ pour le mois de mars alors qu'on est mi avril... Donc même le mois entamé ont consomme encore pour le mois précédent ? Je veux bien une explication là @ENGIEpartFR @ENGIEgroup https://t.co/d4PN8QjWvg",19,Wednesday,2024-04-15/2024-04-21,2024-04,True,False
"1,78E+18",2024-04-18 00:00:00+00:00,@ENGIEpartFR Fuyez Engie société d' incompétents.  octobre ma chaudiere est tombé en panne 4 interventions en 4 mois ils ont réussi à réparer. Interventions : 11.10.23-12.01.24-17.01.24-26.0124. C'est sur la dernière qu' ils ont changé les pièces. 4 mois ou je me suis gelé le cul,7,Thursday,2024-04-15/2024-04-21,2024-04,True,True
"1,78E+18",2024-04-21 00:00:00+00:00,Encore une arnaque signée @ENGIEpartFR : le tarif week-end qui après 3 tentatives d'inscription sur deux mois n est toujours pas actif pour des raisons inconnues comme seul le mauvais service clients Engie peut vous le proposer. Inacceptable !,19,Sunday,2024-04-15/2024-04-21,2024-04,True,False
"1,78E+18",2024-04-22 00:00:00+00:00,"@ENGIEpartFR 1€/jour l’abonnement de gaz, passage de 252€/an en 2022 a 365€ en 2024 soit +44% comment arrivez vous à justifier cette hausse en 2 ans ?",8,Monday,2024-04-22/2024-04-28,2024-04,True,False
"1,78E+18",2024-04-23 00:00:00+00:00,C’est quoi cette augmentation d’abonnement de 20% ?? ⁦@dgccrf⁩ ⁦@TF1⁩ ⁦⁦@ENGIEpartFR⁩ ⁦@afpfr⁩\ninadmissible !!!! #energie #gaz #engie https://t.co/p7b9hcBGX6,5,Tuesday,2024-04-22/2024-04-28,2024-04,True,False
"1,78E+18",2024-04-23 00:00:00+00:00,"Énorme compte @ENGIEpartFR ferme\nDepuis 1 semaines! Facture inaccessible , prélèvement sur les mauvais comptes. Combien de temps on va supporter cette merde!si c’est ça je résilie et je vais ailleurs! 10 ans que je suis client merde !",10,Tuesday,2024-04-22/2024-04-28,2024-04,True,True
"1,78E+18",2024-04-24 00:00:00+00:00,"Il va falloir que l'on m'explique comment @ENGIEpartFR Arrive a me faire une mensualisation a 307.12 (x11) ce qui donne 3 378.32€, ça fait +1000 par rapport a ce que je paie cette année (2 380.88€) 1/2",6,Wednesday,2024-04-22/2024-04-28,2024-04,True,False
"1,78E+18",2024-04-25 00:00:00+00:00,"Y'a @ENGIEpartFR qui continue de nous arnaquer la gueule en me faisant payer des heures pleines et heures creuses, contrat auquel on a jamais souscrit. J'ai l'impression d'être dans un sketch. On continue de me facturer tous les mois ce contrat tout en me disant qu'on va me",16,Thursday,2024-04-22/2024-04-28,2024-04,True,True
"1,78E+18",2024-04-26 00:00:00+00:00,@ENGIEpartFR le pire service qui puisse exister sur cette terre,21,Friday,2024-04-22/2024-04-28,2024-04,True,False
"1,79E+18",2024-04-30 00:00:00+00:00,Merci qui ?\nAugmentation du gaz \n#Engie\n@ENGIEpartFR https://t.co/gO8tfwkWLS,19,Tuesday,2024-04-29/2024-05-05,2024-04,True,False
"1,79E+18",2024-02-05 00:00:00+00:00,"Merci @ENGIEpartFR +10,82% (HT) sur l'abonnement et +13,06%  (HT) sur le prix du kWh, au 1er juillet prochain. Continuez c'est open bar ! https://t.co/wmgRpLLoFo",12,Thursday,2024-02-05/2024-02-11,2024-02,True,False
"1,79E+18",2024-02-05 00:00:00+00:00,Dîtes @ENGIEpartFR ça ne vous dérange pas de couper le gaz chez vos clients sans préavis pour de soi-disant factures impayées ? Mettre plusieurs jours pour redonner accès au gaz et ne faire aucun geste commercial lorsqu'il a été prouvé que les factures ont bel et bien été payées,17,Thursday,2024-02-05/2024-02-11,2024-02,True,True
"1,79E+18",2024-02-05 00:00:00+00:00,"@ENGIEpartFR c'est quoi ça ? Les autres dîtes rien :\nDans le doute, le lien d'où viennent les captures d'écran : https://t.co/hQgB8l3cVl. https://t.co/gvDeDFiV6d",17,Thursday,2024-02-05/2024-02-11,2024-02,True,False
"1,79E+18",2024-03-05 00:00:00+00:00,"Bonjour @ENGIEpartFR @ENGIEgroup. Pouvez-vous m'expliquer pourquoi, dans mon suivi, le montant des conso des mois précédents vient d'augmenter en catimini ? \nPour le gaz, + 20€ en Janvier par exemple...\nC'est normal ?",5,Friday,2024-03-04/2024-03-10,2024-03,True,False
"1,79E+18",2024-03-05 00:00:00+00:00,"@ENGIEpartFR @ENGIEgroup Idem en Novembre, où ma conso d'électricité prend +25€ entre ce que vous m'annonciez à l'époque dans ma conso mensuelle et ce qui apparait aujourd'hui. \nOn en parle ? @ENGIEpartSAV",5,Friday,2024-03-04/2024-03-10,2024-03,True,False
"1,79E+18",2024-03-05 00:00:00+00:00,"@ENGIEpartFR poste 2, donc j'ai du refaire une demande par internet. Vous ne maitrisez absolument pas le numérique c'est affolant.",16,Friday,2024-03-04/2024-03-10,2024-03,True,False
"1,79E+18",2024-06-05 00:00:00+00:00,"Passer de 0,15 cts le kw/h a plus de 0,22cts le kw/h la bonne surprise de ENGIE soit disant une mise à jour a été faite sur la conso. le 2 mai j’avais une facture de 134 € pour avril et le 3 mai je me retrouve à devoir 194 € @ENGIEpartFR @CNEWS @BFMTV @TPMP 1/2",7,Monday,2024-06-03/2024-06-09,2024-06,True,True
"1,79E+18",2024-06-05 00:00:00+00:00,@ENGIEpartFR je peux savoir pourquoi j’ai pas accès à mes factures mensuelles ?,7,Monday,2024-06-03/2024-06-09,2024-06,True,True
"1,79E+18",2024-08-05 00:00:00+00:00,Pardon j’ai bien lu là ??? C’est quoi encore cette augmentation de taré ? @ENGIEpartFR https://t.co/YHx1L1wZEA,11,Wednesday,2024-08-05/2024-08-11,2024-08,True,False
"1,79E+18",2024-11-05 00:00:00+00:00,@ENGIEpartFR on fait comment ?\nVous faites une erreur de facturation et la personne que nous appelons nous oblige à payer l'intégralité de la somme ??? C'est une blague ?????,10,Saturday,2024-11-04/2024-11-10,2024-11,True,False
"1,79E+18",2024-11-05 00:00:00+00:00,Je remarque que le prix du kWh électrique augmente de mois en mois\n\n- aujourd'hui 0.22€ !!!\n\n- avril 0.19€\n- mars 0.17€\n- fév 0.17€\n- jan 0.15€\n- déc 23 0.15€\n- déc 22 0.16€\n- déc 21 0.15€\n\nIdem pour l'abonnement qui passe 13.4€ à 16.37€ !!!\n\n@ENGIEpartFR @ENGIEgroup ?,10,Saturday,2024-11-04/2024-11-10,2024-11,True,False
"1,79E+18",2024-05-13 00:00:00+00:00,"@FestimagesNatur @ENGIEpartFR Depuis mon  renouvellement  de contrat  j ai une ligne consommation  obligation  pour le  gaz 0,01319 +TVA et l électricité  0,01307 +TVA  ayant  partagé  avec  des  connaissances  clients  ENGIE fort de  constater que je suis le seul dans  ce cas et vous  ?",8,Monday,2024-05-13/2024-05-19,2024-05,True,False
"1,79E+18",2024-05-13 00:00:00+00:00,"Bonjour @ENGIEpartFR, ça fait plus de 10 min que j’attends au téléphone pour modifier la date de rdv avec le technicien, votre site étant en maintenance DEPUIS UNE SEMAINE ! 😡\n\nOn peut modifier ça en DM ? Merci ! #Engie @ENGIEgroup",9,Monday,2024-05-13/2024-05-19,2024-05,True,False
"1,79E+18",2024-05-13 00:00:00+00:00,"Bonjour, @ENGIEpartSAV @ENGIEpartFR , j'ai un problème assez urgent et votre chat ne marche pas sur le site. Serait-il possible d'avoir un conseiller relativement vite s'il vous plait ?",11,Monday,2024-05-13/2024-05-19,2024-05,True,True
"1,79E+18",2024-05-14 00:00:00+00:00,@ENGIEpartFR @ENGIEgroup Qui force ses clients à payé + SANS être prévenu évidemment ??? C’est hallucinant ! \nOn augmente la mensualité sans me prévenir et quand je demande une explication on ne m’en donne pas ! https://t.co/rJKV1cMcFw,16,Tuesday,2024-05-13/2024-05-19,2024-05,True,False
"1,79E+18",2024-05-15 00:00:00+00:00,@ENGIEpartFR  me prélever 400 balles sans me prévenir et ne me fournissant plus d’accès à mon espace client c’est normal ! ? 0 mail rien du tout et aucunes propositions de paiement en plusieurs fois je suis bien contente d’être partie de chez vous .,6,Wednesday,2024-05-13/2024-05-19,2024-05,True,False
"1,79E+18",2024-05-16 00:00:00+00:00,Reçu Nouveau Prix de @ENGIEpartFR !! Merci #Macron ! Je paierai pas !  Et j’ouvre à un faux nom ! Fini d’être votre pigeonne !! https://t.co/4ez3eamq2y,9,Thursday,2024-05-13/2024-05-19,2024-05,True,False
"1,79E+18",2024-05-16 00:00:00+00:00,@ENGIEpartFR @BFMTV L'estimation de ma mensualité était de 65 euros quand j'ai souscrit mon contrat chez @engie montant sensiblement identique à celui que je payais chez #Totalenergies,11,Thursday,2024-05-13/2024-05-19,2024-05,True,False
"1,79E+18",2024-05-16 00:00:00+00:00,"Aujourd'hui, @ENGIEpartFR m'informe que pour ne pas avoir UN TRES GROS REAJUSTEMENT mes mensualités doivent passent à 175 EUROS Je n'ai pas chauffé plus, pas de nouvel appareil... je vais aussi porter plainte auprès du médiateur de l'ENERGIE pour cette arnaque et QUITTER #ENGIE",11,Thursday,2024-05-13/2024-05-19,2024-05,True,False
"1,79E+18",2024-05-16 00:00:00+00:00,Merci ⁦@ENGIEpartFR⁩ 300€ abonnement gaz sans consommation.bien je finirai à la bougie 🕯️ https://t.co/bEQylz4SDX,13,Thursday,2024-05-13/2024-05-19,2024-05,True,False
"1,79E+18",2024-05-18 00:00:00+00:00,@ENGIEpartFR c’est normal de résilier mon contrat 4 jours en avance alors que je suis encore dans l’appart ? Et comme par hasard impossible de vous joindre ! Merci vraiment quel service !,12,Saturday,2024-05-13/2024-05-19,2024-05,True,False
"1,79E+18",2024-05-19 00:00:00+00:00,"Engie qui me facture plus de 100€ alors que je ne suis plus chez eux depuis le 6 avril, c'est quoi ce bordel ?\n\nJe peux avoir une explication @ENGIEpartFR?",19,Sunday,2024-05-13/2024-05-19,2024-05,True,True
"1,79E+18",2024-05-20 00:00:00+00:00,"Ça va, @ENGIEpartFR on vous dérange pas ??? https://t.co/STLwrsqFR2",14,Monday,2024-05-20/2024-05-26,2024-05,True,False
"1,79E+18",2024-05-20 00:00:00+00:00,"Bizarre, j'ai reçu un SMS identifié @ENGIEpartFR disant qu'ils ont reçu l'attestation de mon chèque énergie, sauf que je ne leur ai pas envoyé, ni fait en reconduction automatique. @ENGIEpartSAV",15,Monday,2024-05-20/2024-05-26,2024-05,True,False
"1,79E+18",2024-05-21 00:00:00+00:00,Dans quelle partie de la maison les pertes de chaleur sont généralement les plus importantes ? 🏡\n\nLa réponse dans quelques jours sur notre compte @ENGIEpartFR ! 😉,12,Tuesday,2024-05-20/2024-05-26,2024-05,True,False
"1,79E+18",2024-05-22 00:00:00+00:00,Wow merci @ENGIEpartFR mais c’est 500€ que vous me devez https://t.co/b7Lu2eHdGC,7,Wednesday,2024-05-20/2024-05-26,2024-05,True,False
"1,79E+18",2024-05-22 00:00:00+00:00,@leretour_RR @ENGIEpartFR Mdrrr j’ai les nerfs i m’ont VOLÉ 500€ et ajd i font ça mdrrr,7,Wednesday,2024-05-20/2024-05-26,2024-05,True,False
"1,79E+18",2024-05-22 00:00:00+00:00,@ENGIEpartFR \nMa facture mensuelle double \n100% augmentation \n  Merci Engie,11,Wednesday,2024-05-20/2024-05-26,2024-05,True,True
"1,79E+18",2024-05-22 00:00:00+00:00,@HAPPEbyENGIE offre des tarifs moins cher car tout est en ligne par rapport à @ENGIEpartFR où tout se fait par téléphone ou messagerie \nQuelqu’un m’explique la différence ? 🤔🤔🤔🙄,16,Wednesday,2024-05-20/2024-05-26,2024-05,True,False
"1,79E+18",2024-05-23 00:00:00+00:00,@ENGIEpartFR @ENGIEgroup vous n’avez pas honte de couper le gaz à toute une copro à Romainville (93) sans préavis pour un défaut de paiement pour lequel aucune relance n’a jamais été faite?!! Des familles avec des nourrissons sont privé d’eau chaude pour une durée indéterminée !!,17,Thursday,2024-05-20/2024-05-26,2024-05,True,False
"1,79E+18",2024-05-23 00:00:00+00:00,@ENGIEpartFR comment je peux avoir 2000e d’électricité ???? À réguler allo ?,21,Thursday,2024-05-20/2024-05-26,2024-05,True,False
"1,79E+18",2024-05-24 00:00:00+00:00,"@GRDF @ENGIEpartFR \nAujourd'hui j ai rencontré Kafka. 45 mn au tel,avec engie puis grdf puis de nouveau engie. Engie est incapable de modifier une adresse, pour les factures OK, mais pour le reste non. Utilisation de sous traitant à tout va",14,Friday,2024-05-20/2024-05-26,2024-05,True,True
"1,79E+18",2024-05-25 00:00:00+00:00,@ENGIEpartSAV vous pouvez me faire un devis si je veux changer de fournisseur ?,9,Saturday,2024-05-20/2024-05-26,2024-05,True,False
"1,79E+18",2024-05-26 00:00:00+00:00,"6 ans qu'on est chez @ENGIEpartFR @ENGIEgroup et nous continuons à avoir des erreurs de facturation, toujours gérées comme des pieds. Là je viens de recevoir 3 factures datées d'hier, sans aucune justification ou conso, juste un montant, circulez y'a rien à voir. Scandaleux.",7,Sunday,2024-05-20/2024-05-26,2024-05,True,True
"1,79E+18",2024-05-26 00:00:00+00:00,"@ENGIEpartFR Bonjour \nEst ce normal de se retrouver avec une facture à payer sous 8 jours de plus de 2780 euros pour un studio après un changement de compteur Linky il\nY a 6 mois, sans aucune alerte, avec des fausses informations transmises par Enedis ? Un studio étudiant complètement rénové!",15,Sunday,2024-05-20/2024-05-26,2024-05,True,True
"1,79E+18",2024-05-26 00:00:00+00:00,"@ENGIEpartFR @ENGIEgroup Pour compléter le tableau, des échanges lunaires avec un(e) conseiller(e) qui répond à moitié aux questions sur ces factures, et à coté raconte n'importe quoi : que nous aurions signé un contrat en février (pas du tout) et n'aurions pas été facturé de l'électricité (archi faux).",16,Sunday,2024-05-20/2024-05-26,2024-05,True,True
"1,80E+18",2024-05-28 00:00:00+00:00,"'@ENGIEpartFR apporte son soutien au #PNCEE et à @Ecologie_Gouv dans sa lutte contre la fraude à la #RénovationEnergétique et son objectif de faire des #CEE un outil transparent et efficace pour les consommateurs.\nCes fraudes atteignent douloureusement les #consommateurs lésés, mais aussi l’ensemble des consommateurs qui se voient pénalisés par des factures d’énergie alourdies par les annulations de CEE frauduleux ! https://t.co/SslMBpFn6M",7,Tuesday,2024-05-27/2024-06-02,2024-05,True,True
"1,80E+18",2024-05-29 00:00:00+00:00,Faudra me dire comment je consomme 370€ d’électricité soit mon appartement c’est Versailles soit les chauffages fonctionne à pleine puissance @ENGIEpartFR  je vous quitte toute façon,7,Wednesday,2024-05-27/2024-06-02,2024-05,True,False
"1,80E+18",2024-05-29 00:00:00+00:00,J'invite tout le monde à vérifier ses factures @ENGIEpartFR car ils sont en train de nous escroquer! Contrat soit disant bloqué pour 1 ans a 0.13cts du kwh je m'apercois que je suis à 0.30cts  depuis nov 2023 et à l'heure actuelle je  n'ai meme pas l'infos sur mon espace client!,19,Wednesday,2024-05-27/2024-06-02,2024-05,True,True
"1,80E+18",2024-05-31 00:00:00+00:00,@med_energie depuis des mois et des mois @ENGIEgroup refuse de reconnaître une facturation abusive . 25€/mois 8 mois de l'année sans aucune consommation du client de gaz . Ils ne répondent pas ou avec  désinvolture . Ça fait très cher pour rien du tout. @med_energie @dgccrf https://t.co/8iB0CfHlhC,5,Friday,2024-05-27/2024-06-02,2024-05,True,False
"1,80E+18",2024-05-31 00:00:00+00:00,"@PfChenu @ENGIEpartFR @Ecologie_Gouv moi ce qui m'atteint douloureusement, ce sont les +20.24% d'augmentation de l'abonnement Gaz 😝\n#gazpasserelle #engie",15,Friday,2024-05-27/2024-06-02,2024-05,True,False
"1,80E+18",2024-03-06 00:00:00+00:00,"@ENGIEpartFR bonjour, cela fait plusieurs jours que je n’arrive pas à me connecter à votre site. Pouvez-Vous me donner la raison de cette non connexion ?",10,Monday,2024-03-04/2024-03-10,2024-03,True,False
"1,80E+18",2024-05-06 00:00:00+00:00,@ENGIEpartFR Attention arnaque chez ENGIE facture annuelle qui ne correspond pas à la consommation. Incapable de m’expliquer d’où vient le problème.,8,Wednesday,2024-05-06/2024-05-12,2024-05,True,True
"1,80E+18",2024-05-06 00:00:00+00:00,Je viens de recevoir un courrier d'@ENGIEpartFR : plus de 20% d'augmentation pour le seul abonnement. \nÇa ne va pas bien se passer...\n@BrunoLeMaire,20,Wednesday,2024-05-06/2024-05-12,2024-05,True,False
"1,80E+18",2024-06-06 00:00:00+00:00,@ZinoToujours @_bien_commun Dîtes @ENGIEgroup @ENGIEpartFR c'est normal que vous ayez un salarié qui utilise votre image et service pour menacer une personne ? Pire encore qu'il ait accès à un dossier sans que le client l'ait sollicité ? Un peu de ménage dans vos services serait bien 🙏,6,Thursday,2024-06-03/2024-06-09,2024-06,True,False
"1,80E+18",2024-06-06 00:00:00+00:00,"@ENGIEpartFR bonjour, j’ai regardé mon échéancier, la semaine dernière, ok et je regarde aujourd’hui j’ai pris 30€ en plus?\nSans communication, sans prévenir, sans raison?\nVous annoncez un prix et vous le changez comme vous voulez?",11,Thursday,2024-06-03/2024-06-09,2024-06,True,False
"1,80E+18",2024-06-06 00:00:00+00:00,"@ENGIEpartSAV un mois d’attente pour que quelqu’un me recontacte depuis la résiliation de mon contrat, on rappelle toutes les semaines et impossible d’avoir le service facturation en direct bien évidemment, comment on fait pour être remboursé d’un service non fait ?",11,Thursday,2024-06-03/2024-06-09,2024-06,True,False
"1,80E+18",2024-06-06 00:00:00+00:00,"@VaeVix quoi ?! tu ne contractes pas ?! moi c’est @ENGIEpartFR qui me fait vivre un enfer avec son appli de m… qui se déconnecte sans arrêt, exige une triple authentification (lol pour lire sa conso, s’cuse le secret défense 😂) et est totalement illisible une vrai usine .. à gaz !",15,Thursday,2024-06-03/2024-06-09,2024-06,True,False
"1,80E+18",2024-07-06 00:00:00+00:00,La musique d'attente quand on appelle pour avoir un conseiller @ENGIEpartFR tu sais pas si tu appelles réellement Engie ou l'exorciste ! 🤣,12,Friday,2024-07-01/2024-07-07,2024-07,True,False
"1,80E+18",2024-07-06 00:00:00+00:00,Par contre raccroché au nez après 4min d'attente c'est pas cool @ENGIEpartFR 😩,13,Friday,2024-07-01/2024-07-07,2024-07,True,False
"1,80E+18",2024-07-06 00:00:00+00:00,"Bonjour @ENGIEpartSAV ,\n\nj’ai passé 15 minutes au téléphone et le conseiller n’a pas su me renseigner…\n\nJ’acquiers une maison le 25 juin.\nActuellement c’est la force qui est installée et je souhaite plutôt repasser en mono.\nC’est un compter linky, quel coût pour changer?\nMerci",16,Friday,2024-07-01/2024-07-07,2024-07,True,False
"1,80E+18",2024-09-06 00:00:00+00:00,"@ENGIEpartFR \nsi l'augmentation des tarifs (contrat + conso) du #gazpasserelle vous interpelle , rien ne sert d'appeler #ENGIE pour connaitre les autres types de contrat!\nrep: ""nous on est gaz passerelle on ne connait pas les autres contrats!""\nbelle assist telephonique!",8,Sunday,2024-09-02/2024-09-08,2024-09,True,False
"1,80E+18",2024-11-06 00:00:00+00:00,@ENGIEpartFR le pire des svc clients. Appeler 10 fois le svc client pour le même problème et avoir des conseillers arrogants qui ne consultent pas le dossier avant de donner une réponse toute faite et à côté de la plaque. A quand les remboursements des sommes indûment perçues ?!,16,Tuesday,2024-11-04/2024-11-10,2024-11,True,True
"1,80E+18",2024-12-06 00:00:00+00:00,@ENGIEpartFR on en parle du fait que vous préleviez 970 euro à une personne sans même l'informer et en vous basant sur des estimations sans demander les relever ? Et que vous refusez d'activer le compteur pour qu'on les fasse ? Voleur un jour voleur toujours ?,9,Wednesday,2024-12-02/2024-12-08,2024-12,True,False
"1,80E+18",2024-06-18 00:00:00+00:00,@ENGIEpartFR trouvez-vous ça normal d’inventer des consommations et de ne pas vouloir rembourser l’intégralité des trop perçus à vos clients ? @dgccrf @med_energie https://t.co/oSEr7Urk9K,15,Tuesday,2024-06-17/2024-06-23,2024-06,True,False
"1,80E+18",2024-06-19 00:00:00+00:00,"🗓️ RDV le 20/06 pour la table ronde ""L’#IA, au service de la #relationclients""\n\n🗣️ @ClaireCreation, Directrice Marketing, Data et Communication ENGIE\n🗣️ E. Krieger, professeur à @HECParis\n🗣️ V. Luciani, CEO @Artefact_France\n\n@ENGIEpartFR 🤝 @bymaddyness\n\n#collaborationcommerciale https://t.co/V49DtFm0Lx",8,Wednesday,2024-06-17/2024-06-23,2024-06,True,False
"1,80E+18",2024-06-20 00:00:00+00:00,Coucou @ENGIEpartSAV je t'ai envoyé un DM,8,Thursday,2024-06-17/2024-06-23,2024-06,True,False
"1,80E+18",2024-06-22 00:00:00+00:00,"@ENGIEpartFR pourquoi vos tarifs ont explosé  ,moi je ne m'en sort pas, vos factures ont triplés..... moi je suis handicapé ♿️, je ne suis pas riche pour payer aussi cher ....",7,Saturday,2024-06-17/2024-06-23,2024-06,True,True
"1,81E+18",2024-06-24 00:00:00+00:00,"@ENGIEpartFR   qui refuse d'envoyer un Extrait de compte comptable à un client. 🤷\n\nPour surfacturer, il y a du monde, pour envoyer un extrait de compte, pas possible. 🤔",8,Monday,2024-06-24/2024-06-30,2024-06,True,True
"1,81E+18",2024-06-24 00:00:00+00:00,"@ENGIEpartFR Attention, Engie double les prix du KWh sans en informer ses clients. Et vous envoie des factures de régularisation exorbitante. Fuyez ce fournisseur à tout prix.",19,Monday,2024-06-24/2024-06-30,2024-06,True,True
"1,81E+18",2024-06-27 00:00:00+00:00,FUYEZ Mon Pilotage Elec! Thread ⬇️\n@ENGIEgroup @ENGIEInnov @engieimpact @ENGIEpartFR #JAgisAvecENGIE https://t.co/eoCkTElVDN,9,Thursday,2024-06-24/2024-06-30,2024-06,True,False
"1,81E+18",2024-06-27 00:00:00+00:00,Bonus - Merci @ENGIEpartFR @ENGIEpartSAV #MonPilotageElec #JAgisAvecENGIE https://t.co/JpnltDhi0g,20,Thursday,2024-06-24/2024-06-30,2024-06,True,False
"1,81E+18",2024-06-28 00:00:00+00:00,Quelqu'un sait comment contacter un responsable chez @ENGIEpartFR @ENGIEgroup ? Jamais disponible quand on parle aux conseillers 🤔🤷,13,Friday,2024-06-24/2024-06-30,2024-06,True,False
"1,81E+18",2024-01-07 00:00:00+00:00,@ENGIEpartFR contrat souscris pour le 20/06/2024 nous sommel e 01/07/2024 et je n'ai tjr rien c'est honteux !,19,Monday,2024-01-01/2024-01-07,2024-01,True,False
"1,81E+18",2024-02-07 00:00:00+00:00,@ENGIEpartFR c'est la galère chez vous j'ai résilié mes deux contrats le 27 juin et je reçois aujourd'hui un nouvel échéancier qui se met en route pour le mois d'août c'est juste fou,2,Tuesday,2024-02-05/2024-02-11,2024-02,True,False
"1,81E+18",2024-04-07 00:00:00+00:00,"@ENGIEgroup, @ENGIEpartFR \nVoici le courrier que vous adresse Engie, courrier à la fois lamentable sur la forme et très  contestable sur le fond. Incapable de rédiger dans un bon français, il vous conseille de rester tranquillement chez vous lorsque il vous doivent presque 6000 € sur une facture qui est en attente depuis plus d’un mois, alors qu’ils s’engagent à régler sous 15 jours ce genre de litige . Un nouveau délai va donc courir à partir de maintenant sans se poser la question de savoir si la personne concernée a réellement besoin de cet argent sur son compte en banque. Les petits hommes gris, tous ces gens qui se réfugient derrière des grandes sociétés, n’ont aucune considération pour ceux qui les font vivre.",8,Thursday,2024-04-01/2024-04-07,2024-04,True,True
"1,81E+18",2024-04-07 00:00:00+00:00,Même consommation électrique sur 2 années entières et… ma facture a doublée !! On est sur quel niveau d’enculade là? Merci @BrunoLeMaire @ENGIEpartFR 😤😤 https://t.co/NklgLGy7Ku,21,Thursday,2024-04-01/2024-04-07,2024-04,True,True
"1,81E+18",2024-06-07 00:00:00+00:00,Merci à @ENGIEpartFR  le gaz devient un luxe.abonnement plus chers que la consommation.chercher erreur 😩 https://t.co/KxkqyIus4u,17,Saturday,2024-06-03/2024-06-09,2024-06,True,False
"1,81E+18",2024-07-07 00:00:00+00:00,@ENGIEpartFR @ClaireCreation @HECParis @Artefact_France @IngridLabuzan @bymaddyness Depuis decembre j attends un cheque de remboursement d un trop payé #Engie C est pour quand ?,20,Sunday,2024-07-01/2024-07-07,2024-07,True,False
"1,81E+18",2024-09-07 00:00:00+00:00,@ENGIEpartFR @CoopSecuDefense \nCe fournisseur d électricité sont des voleurs ! \n1400 euros en 2 mois de factures et surtout ne pouvant donner aucune explications c est terrible .\n#nepasprendreengie,10,Tuesday,2024-09-02/2024-09-08,2024-09,True,True
"1,81E+18",2024-10-07 00:00:00+00:00,"En 3 ans, je suis passé de 35 euros d’électricité à 80 puis 150, c’est une dinguerie je vais commencer à me brancher sur l’éclairage public vous allez voir @ENGIEpartFR",16,Wednesday,2024-10-07/2024-10-13,2024-10,True,False
"1,81E+18",2024-12-07 00:00:00+00:00,@ENGIEpartFR INACCEPTABLE!! J’attends depuis plus d’une semaine d’être rappeler en urgence par un chauffagiste!! Je ne peux pas dormir chez moi à cause de vous! Vous êtes scandaleux!!honte sur vous et l’impossibilité d’accéder à vos service!! #engie #serviceclient #intouchable,9,Friday,2024-12-02/2024-12-08,2024-12,True,True
"1,81E+18",2024-12-07 00:00:00+00:00,@ENGIEpartSAV bonjour. Je suis passé de engie part à engie pro mais vous continuez le contrat malgré la demande de résiliation par engie pro. Pouvez vous m'aidez svp?,11,Friday,2024-12-02/2024-12-08,2024-12,True,False
"1,81E+18",2024-07-16 00:00:00+00:00,"@AlertesInfos En même temps... Vous avez regardé votre prix du kilowatts ?! En 1 an, c'est l'explosion💥... +50% pour moi.\nMerci @ENGIEpartFR",1,Tuesday,2024-07-15/2024-07-21,2024-07,True,False
"1,81E+18",2024-07-16 00:00:00+00:00,"@ENGIEpartFR c’est vraiment une société qui se fou de ses clients. \nLeur app est bidon. N’est jamais à jour, c’est jamais de leur faute toujours celle du client. \nPourtant avec tout le fric qu’ils prennent ils devraient avoir un truc fonctionnel mais non.\nFranchement à fuir.",7,Tuesday,2024-07-15/2024-07-21,2024-07,True,False
"1,81E+18",2024-07-16 00:00:00+00:00,Hello @ENGIEpartFR c’est possible de discuter en privé ??,14,Tuesday,2024-07-15/2024-07-21,2024-07,True,False
"1,81E+18",2024-07-17 00:00:00+00:00,@ENGIEpartFR ça va de passer mes mensualités de 80€ à 170€ ??? Vous êtes des grands malades j’ai 40m2 😂😂,7,Wednesday,2024-07-15/2024-07-21,2024-07,True,False
"1,81E+18",2024-07-17 00:00:00+00:00,@ENGIEpartFR alors comme ça on veut pas rembourser ses client et on leur impute des délais et des contraintes effarantes alors que c’est vous qui êtes en tord ? Ça commence à faire beaucoup la non ?,8,Wednesday,2024-07-15/2024-07-21,2024-07,True,True
"1,81E+18",2024-07-18 00:00:00+00:00,@ENGIEpartFR bonjour j’ai une question puis-je savoir si c’est possible de savoir si quelqu’un est branché sur mon compteur électrique ???,12,Thursday,2024-07-15/2024-07-21,2024-07,True,False
"1,81E+18",2024-07-19 00:00:00+00:00,"@ENGIEpartFR Merci pour ce jour d'attente pour l'entretien de ma chaudière. Passage dans la matinée (8h-12h) et aucun appel. Après 5 appels au numéro fourni, toujours aucune nouvelle du technicien. \nAvoir pris sa matinée, puis prendre un avertissement du patron j'adore.",14,Friday,2024-07-15/2024-07-21,2024-07,True,False
"1,81E+18",2024-07-19 00:00:00+00:00,"@ENGIEpartFR Pour cela faudrait que votre site marche, impossible de se connecter depuis plus d'1 mois",14,Friday,2024-07-15/2024-07-21,2024-07,True,False
"1,82E+18",2024-07-21 00:00:00+00:00,Hey @ENGIEpartFR comment vous pouvez justifier que je consomme moins en mai qu’en janvier mais que je paie 3 fois plus cher ? Le prix de l’abonnement a déjà doublé et le prix de l’électricité n’a pas triplé à ce que je sache. \nMoins je consomme et plus je suis facturé ?! https://t.co/FIp5EDJfLQ,12,Sunday,2024-07-15/2024-07-21,2024-07,True,False
